split,image,family,img_w,img_h,w_px,h_px,area_px2,area_frac,short_side_px,long_side_px,aspect_ratio,coco_size,n_obj_in_image
train,2025_0602_140149_962_JPG,Physidae,640,640,293.5,313.0,91865.5,0.224281,293.5,313.0,0.9377,large,4
train,2025_0602_140149_962_JPG,Physidae,640,640,217.5,222.0,48285.0,0.117883,217.5,222.0,0.9797,large,4
train,2025_0602_140200_965_JPG,Physidae,640,640,181.0,161.0,29141.0,0.071145,161.0,181.0,1.1242,large,4
train,2025_0602_140200_965_JPG,Physidae,640,640,302.0,290.0,87580.0,0.213818,290.0,302.0,1.0414,large,4
train,2025_0602_140200_965_JPG,Physidae,640,640,220.5,218.0,48069.0,0.117356,218.0,220.5,1.0115,large,4
train,2025_0602_140200_965_JPG,Physidae,640,640,276.0,254.0,70104.0,0.171152,254.0,276.0,1.0866,large,4
train,2025_0602_140233_971_JPG,Physidae,640,640,217.5,211.5,46001.25,0.112308,211.5,217.5,1.0284,large,4
train,2025_0602_140233_971_JPG,Physidae,640,640,292.0,241.5,70518.0,0.172163,241.5,292.0,1.2091,large,4
train,2025_0602_140233_971_JPG,Physidae,640,640,331.5,277.0,91825.5,0.224183,277.0,331.5,1.1968,large,4
train,2025_0602_140233_971_JPG,Physidae,640,640,182.5,180.0,32850.0,0.0802,180.0,182.5,1.0139,large,4
train,2025_0602_140249_975_JPG,Physidae,640,640,212.5,192.5,40906.25,0.099869,192.5,212.5,1.1039,large,4
train,2025_0602_140249_975_JPG,Physidae,640,640,293.5,252.0,73962.0,0.180571,252.0,293.5,1.1647,large,4
train,2025_0602_140249_975_JPG,Physidae,640,640,308.0,264.5,81466.0,0.198892,264.5,308.0,1.1645,large,4
train,2025_0602_140249_975_JPG,Physidae,640,640,187.5,167.0,31312.5,0.076447,167.0,187.5,1.1228,large,4
train,2025_0602_140342_987_JPG,Physidae,640,640,214.5,199.0,42685.5,0.104213,199.0,214.5,1.0779,large,4
train,2025_0602_140342_987_JPG,Physidae,640,640,284.0,239.0,67876.0,0.165713,239.0,284.0,1.1883,large,4
train,2025_0602_140342_987_JPG,Physidae,640,640,301.5,266.5,80349.75,0.196166,266.5,301.5,1.1313,large,4
train,2025_0602_140342_987_JPG,Physidae,640,640,179.5,156.5,28091.75,0.068583,156.5,179.5,1.147,large,4
train,2025_0602_141250_107_JPG,Physidae,640,640,219.0,192.5,42157.5,0.102924,192.5,219.0,1.1377,large,4
train,2025_0602_141250_107_JPG,Physidae,640,640,285.5,258.0,73659.0,0.179832,258.0,285.5,1.1066,large,4
train,2025_0602_141250_107_JPG,Physidae,640,640,176.0,182.0,32032.0,0.078203,176.0,182.0,0.967,large,4
train,2025_0602_141250_107_JPG,Physidae,640,640,287.0,282.0,80934.0,0.197593,282.0,287.0,1.0177,large,4
train,2025_0602_141258_109_JPG,Physidae,640,640,219.0,211.5,46318.5,0.113082,211.5,219.0,1.0355,large,4
train,2025_0602_141258_109_JPG,Physidae,640,640,274.5,254.0,69723.0,0.170222,254.0,274.5,1.0807,large,4
train,2025_0602_141258_109_JPG,Physidae,640,640,179.5,182.0,32669.0,0.079758,179.5,182.0,0.9863,large,4
train,2025_0602_141258_109_JPG,Physidae,640,640,297.0,302.5,89842.5,0.219342,297.0,302.5,0.9818,large,4
train,2025_0602_141358_119_JPG,Physidae,640,640,183.13,208.31,38148.71,0.093136,183.13,208.31,0.8791,large,4
train,2025_0602_141358_119_JPG,Physidae,640,640,305.81,333.19,101892.76,0.248762,305.81,333.19,0.9178,large,4
train,2025_0602_141358_119_JPG,Physidae,640,640,235.29,247.69,58278.44,0.142281,235.29,247.69,0.9499,large,4
train,2025_0602_141358_119_JPG,Physidae,640,640,259.81,318.93,82863.6,0.202304,259.81,318.93,0.8146,large,4
train,2025_0602_142107_132_JPG,Physidae,640,640,403.0,448.5,180745.5,0.441273,403.0,448.5,0.8986,large,1
train,2025_0602_142134_137_JPG,Physidae,640,640,431.5,406.5,175404.75,0.428234,406.5,431.5,1.0615,large,1
train,2025_0602_142138_138_JPG,Physidae,640,640,431.5,402.0,173463.0,0.423494,402.0,431.5,1.0734,large,1
train,2025_0602_142213_145_JPG,Physidae,640,640,450.49,468.99,211272.61,0.515802,450.49,468.99,0.9606,large,1
train,2025_0602_142244_151_JPG,Physidae,640,640,376.0,467.5,175780.0,0.42915,376.0,467.5,0.8043,large,1
train,2025_0602_142248_152_JPG,Physidae,640,640,374.5,476.0,178262.0,0.43521,374.5,476.0,0.7868,large,1
train,2025_0602_142829_198_JPG,Physidae,640,640,428.5,347.0,148689.5,0.363011,347.0,428.5,1.2349,large,1
train,2025_0602_143910_223_JPG,Physidae,640,640,232.93,293.39,68338.74,0.166843,232.93,293.39,0.7939,large,2
train,2025_0602_143910_223_JPG,Physidae,640,640,338.0,394.8,133442.4,0.325787,338.0,394.8,0.8561,large,2
train,2025_0602_143914_224_JPG,Physidae,640,640,220.5,254.0,56007.0,0.136736,220.5,254.0,0.8681,large,2
train,2025_0602_143914_224_JPG,Physidae,640,640,289.0,349.0,100861.0,0.246243,289.0,349.0,0.8281,large,2
train,2025_0602_143925_227_JPG,Physidae,640,640,210.22,309.24,65010.05,0.158716,210.22,309.24,0.6798,large,2
train,2025_0602_143925_227_JPG,Physidae,640,640,316.78,388.96,123212.48,0.300812,316.78,388.96,0.8144,large,2
train,2025_0602_144002_233_JPG,Physidae,640,640,193.5,288.0,55728.0,0.136055,193.5,288.0,0.6719,large,2
train,2025_0602_144002_233_JPG,Physidae,640,640,265.0,408.5,108252.5,0.264288,265.0,408.5,0.6487,large,2
train,2025_0602_144023_238_JPG,Physidae,640,640,190.5,302.5,57626.25,0.140689,190.5,302.5,0.6298,large,2
train,2025_0602_144023_238_JPG,Physidae,640,640,260.5,396.0,103158.0,0.251851,260.5,396.0,0.6578,large,2
train,2025_0602_144124_248_JPG,Physidae,640,640,331.5,302.5,100278.75,0.244821,302.5,331.5,1.0959,large,2
train,2025_0602_144124_248_JPG,Physidae,640,640,239.5,218.0,52211.0,0.127468,218.0,239.5,1.0986,large,2
train,2025_0602_144127_249_JPG,Physidae,640,640,236.5,211.5,50019.75,0.122119,211.5,236.5,1.1182,large,2
train,2025_0602_144127_249_JPG,Physidae,640,640,339.5,315.5,107112.25,0.261505,315.5,339.5,1.0761,large,2
train,2025_0602_144143_250_JPG,Physidae,640,640,338.0,311.0,105118.0,0.256636,311.0,338.0,1.0868,large,2
train,2025_0602_144143_250_JPG,Physidae,640,640,235.0,235.0,55225.0,0.134827,235.0,235.0,1.0,large,2
train,2025_0602_144418_267_JPG,Physidae,640,640,306.5,398.0,121987.0,0.29782,306.5,398.0,0.7701,large,2
train,2025_0602_144418_267_JPG,Physidae,640,640,201.5,275.0,55412.5,0.135284,201.5,275.0,0.7327,large,2
train,2025_0602_144456_269_JPG,Physidae,640,640,352.21,199.25,70179.45,0.171337,199.25,352.21,1.7677,large,2
train,2025_0602_144456_269_JPG,Physidae,640,640,546.7,292.53,159929.06,0.390452,292.53,546.7,1.8689,large,2
train,2025_0602_144500_270_JPG,Physidae,640,640,176.0,332.5,58520.0,0.142871,176.0,332.5,0.5293,large,2
train,2025_0602_144500_270_JPG,Physidae,640,640,244.5,467.5,114303.75,0.279062,244.5,467.5,0.523,large,2
train,2025_0604_105638_344_JPG,Noteridae,640,640,339.5,336.5,114241.75,0.278911,336.5,339.5,1.0089,large,1
train,2025_0604_105948_362_JPG,Noteridae,640,640,471.5,343.0,161724.5,0.394835,343.0,471.5,1.3746,large,1
train,2025_0604_110029_369_JPG,Noteridae,640,640,542.13,553.24,299932.25,0.732256,542.13,553.24,0.9799,large,1
train,2025_0604_110048_372_JPG,Noteridae,640,640,454.0,345.0,156630.0,0.382397,345.0,454.0,1.3159,large,1
train,2025_0604_110056_374_JPG,Noteridae,640,640,457.0,349.0,159493.0,0.389387,349.0,457.0,1.3095,large,1
train,2025_0604_110156_382_JPG,Noteridae,640,640,602.3,569.84,343212.85,0.837922,569.84,602.3,1.057,large,1
train,2025_0604_110247_391_JPG,Noteridae,640,640,546.37,496.82,271448.94,0.662717,496.82,546.37,1.0997,large,1
train,2025_0604_110723_431_JPG,Noteridae,640,640,492.0,400.0,196800.0,0.480469,400.0,492.0,1.23,large,1
train,2025_0604_110851_438_JPG,Noteridae,640,640,534.81,469.86,251284.21,0.613487,469.86,534.81,1.1382,large,1
train,2025_0604_110859_440_JPG,Noteridae,640,640,470.0,415.0,195050.0,0.476196,415.0,470.0,1.1325,large,1
train,2025_0604_111339_475_JPG,Noteridae,640,640,481.0,446.5,214766.5,0.524332,446.5,481.0,1.0773,large,1
train,2025_0604_111407_481_JPG,Noteridae,640,640,487.5,451.0,219862.5,0.536774,451.0,487.5,1.0809,large,1
train,2025_0604_111418_482_JPG,Noteridae,640,640,466.5,444.5,207359.25,0.506248,444.5,466.5,1.0495,large,1
train,2025_0604_111422_483_JPG,Noteridae,640,640,547.0,564.13,308580.93,0.753371,547.0,564.13,0.9696,large,1
train,2025_0604_111428_484_JPG,Noteridae,640,640,460.5,457.0,210448.5,0.51379,457.0,460.5,1.0077,large,1
train,2025_0604_111432_485_JPG,Noteridae,640,640,462.0,448.5,207207.0,0.505876,448.5,462.0,1.0301,large,1
train,2025_0604_111441_487_JPG,Noteridae,640,640,476.0,487.0,231812.0,0.565947,476.0,487.0,0.9774,large,1
train,2025_0604_111517_493_JPG,Noteridae,640,640,463.5,434.0,201159.0,0.491111,434.0,463.5,1.068,large,1
train,2025_0604_111555_498_JPG,Noteridae,640,640,465.0,457.0,212505.0,0.518811,457.0,465.0,1.0175,large,1
train,2025_0604_111616_501_JPG,Noteridae,640,640,481.0,453.0,217893.0,0.531965,453.0,481.0,1.0618,large,1
train,2025_0604_111624_503_JPG,Noteridae,640,640,481.0,446.5,214766.5,0.524332,446.5,481.0,1.0773,large,1
train,2025_0604_111843_508_JPG,Noteridae,640,640,497.0,421.0,209237.0,0.510833,421.0,497.0,1.1805,large,1
train,2025_0604_111914_514_JPG,Noteridae,640,640,487.5,402.0,195975.0,0.478455,402.0,487.5,1.2127,large,1
train,2025_0604_111938_517_JPG,Noteridae,640,640,548.22,512.96,281213.63,0.686557,512.96,548.22,1.0688,large,1
train,2025_0604_111955_521_JPG,Noteridae,640,640,478.0,446.5,213427.0,0.521062,446.5,478.0,1.0705,large,1
train,2025_0604_112302_536_JPG,Noteridae,640,640,600.8,581.6,349425.28,0.853089,581.6,600.8,1.033,large,1
train,2025_0604_112336_542_JPG,Noteridae,640,640,495.0,429.5,212602.5,0.519049,429.5,495.0,1.1525,large,1
train,2025_0604_112340_543_JPG,Noteridae,640,640,632.1,599.78,379117.31,0.925579,599.78,632.1,1.0539,large,1
train,2025_0604_112345_544_JPG,Noteridae,640,640,503.0,427.5,215032.5,0.524982,427.5,503.0,1.1766,large,1
train,2025_0604_112405_546_JPG,Noteridae,640,640,572.8,612.46,350814.54,0.856481,572.8,612.46,0.9353,large,1
train,2025_0604_113315_565_JPG,Noteridae,640,640,516.0,412.5,212850.0,0.519653,412.5,516.0,1.2509,large,1
train,2025_0604_113500_568_JPG,Noteridae,640,640,542.04,610.41,330863.42,0.807772,542.04,610.41,0.888,large,1
train,2025_0604_113505_569_JPG,Noteridae,640,640,528.5,453.0,239410.5,0.584498,453.0,528.5,1.1667,large,1
train,2025_0604_113513_571_JPG,Noteridae,640,640,538.0,438.0,235644.0,0.575303,438.0,538.0,1.2283,large,1
train,2025_0604_113523_572_JPG,Noteridae,640,640,519.0,476.0,247044.0,0.603135,476.0,519.0,1.0903,large,1
train,2025_0604_113528_573_JPG,Noteridae,640,640,508.0,472.0,239776.0,0.585391,472.0,508.0,1.0763,large,1
train,2025_0604_113541_576_JPG,Noteridae,640,640,568.29,602.11,342173.05,0.835383,568.29,602.11,0.9438,large,1
train,2025_0604_113711_578_JPG,Noteridae,640,640,549.0,431.5,236893.5,0.578353,431.5,549.0,1.2723,large,1
train,2025_0604_113719_580_JPG,Noteridae,640,640,488.92,630.44,308235.96,0.752529,488.92,630.44,0.7755,large,1
train,2025_0604_113728_582_JPG,Noteridae,640,640,554.0,415.0,229910.0,0.561304,415.0,554.0,1.3349,large,1
train,2025_0604_113821_590_JPG,Noteridae,640,640,525.5,478.5,251451.75,0.613896,478.5,525.5,1.0982,large,1
train,2025_0604_113842_592_JPG,Noteridae,640,640,552.5,444.5,245586.25,0.599576,444.5,552.5,1.243,large,1
train,2025_0604_113904_597_JPG,Noteridae,640,640,638.53,563.0,359494.27,0.877672,563.0,638.53,1.1342,large,1
train,2025_0604_115404_660_JPG,Noteridae,640,640,618.0,635.35,392645.16,0.958606,618.0,635.35,0.9727,large,1
train,2025_0604_115431_666_JPG,Noteridae,640,640,552.5,446.5,246691.25,0.602274,446.5,552.5,1.2374,large,1
train,2025_0604_115527_668_JPG,Noteridae,640,640,551.0,431.5,237756.5,0.58046,431.5,551.0,1.2769,large,1
train,2025_0604_115554_673_JPG,Noteridae,640,640,638.34,630.96,402769.37,0.983324,630.96,638.34,1.0117,large,1
train,2025_0604_115728_674_JPG,Noteridae,640,640,531.5,465.5,247413.25,0.604036,465.5,531.5,1.1418,large,1
train,2025_0604_115733_675_JPG,Noteridae,640,640,531.5,476.0,252994.0,0.617661,476.0,531.5,1.1166,large,1
train,2025_0604_122008_700_JPG,Noteridae,640,640,509.5,472.0,240484.0,0.587119,472.0,509.5,1.0794,large,1
train,2025_0604_122012_701_JPG,Noteridae,640,640,588.1,606.61,356743.57,0.870956,588.1,606.61,0.9695,large,1
train,2025_0604_124834_724_JPG,Noteridae,640,640,400.64,328.0,131408.95,0.320823,328.0,400.64,1.2215,large,2
train,2025_0604_124834_724_JPG,Noteridae,640,640,384.07,344.81,132429.03,0.323313,344.81,384.07,1.1139,large,2
train,2025_0604_124859_730_JPG,Noteridae,640,640,365.0,264.5,96542.5,0.235699,264.5,365.0,1.38,large,2
train,2025_0604_124859_730_JPG,Noteridae,640,640,339.5,277.0,94041.5,0.229594,277.0,339.5,1.2256,large,2
train,2025_0604_124908_732_JPG,Noteridae,640,640,366.5,271.0,99321.5,0.242484,271.0,366.5,1.3524,large,2
train,2025_0604_124908_732_JPG,Noteridae,640,640,327.0,288.0,94176.0,0.229922,288.0,327.0,1.1354,large,2
train,2025_0604_125024_733_JPG,Noteridae,640,640,370.0,269.0,99530.0,0.242993,269.0,370.0,1.3755,large,2
train,2025_0604_125024_733_JPG,Noteridae,640,640,356.0,254.0,90424.0,0.220762,254.0,356.0,1.4016,large,2
train,2025_0604_130131_744_JPG,Noteridae,640,640,257.0,465.5,119633.5,0.292074,257.0,465.5,0.5521,large,2
train,2025_0604_130131_744_JPG,Noteridae,640,640,258.5,470.0,121495.0,0.296619,258.5,470.0,0.55,large,2
train,2025_0604_130537_753_JPG,Noteridae,640,640,371.5,288.0,106992.0,0.261211,288.0,371.5,1.2899,large,2
train,2025_0604_130537_753_JPG,Noteridae,640,640,395.0,281.5,111192.5,0.271466,281.5,395.0,1.4032,large,2
train,2025_0604_130855_762_JPG,Noteridae,640,640,289.8,525.71,152351.08,0.371951,289.8,525.71,0.5513,large,2
train,2025_0604_130855_762_JPG,Noteridae,640,640,292.97,548.84,160795.16,0.392566,292.97,548.84,0.5338,large,2
train,2025_0604_132806_799_JPG,Noteridae,640,640,369.22,395.56,146050.64,0.356569,369.22,395.56,0.9334,large,2
train,2025_0604_132806_799_JPG,Noteridae,640,640,350.38,456.04,159785.24,0.390101,350.38,456.04,0.7683,large,2
train,2025_0604_132819_802_JPG,Noteridae,640,640,327.0,279.5,91396.5,0.223136,279.5,327.0,1.1699,large,2
train,2025_0604_132819_802_JPG,Noteridae,640,640,324.0,381.0,123444.0,0.301377,324.0,381.0,0.8504,large,2
train,2025_0604_133210_815_JPG,Noteridae,640,640,344.5,311.0,107139.5,0.261571,311.0,344.5,1.1077,large,2
train,2025_0604_133210_815_JPG,Noteridae,640,640,364.0,275.0,100100.0,0.244385,275.0,364.0,1.3236,large,2
train,2025_0604_133215_816_JPG,Noteridae,640,640,349.57,358.61,125358.52,0.306051,349.57,358.61,0.9748,large,2
train,2025_0604_133215_816_JPG,Noteridae,640,640,396.84,320.8,127307.7,0.31081,320.8,396.84,1.237,large,2
train,2025_0604_133551_820_JPG,Noteridae,640,640,292.0,347.0,101324.0,0.247373,292.0,347.0,0.8415,large,2
train,2025_0604_133551_820_JPG,Noteridae,640,640,324.0,368.5,119394.0,0.291489,324.0,368.5,0.8792,large,2
train,2025_0604_133604_823_JPG,Noteridae,640,640,290.5,364.0,105742.0,0.258159,290.5,364.0,0.7981,large,2
train,2025_0604_133604_823_JPG,Noteridae,640,640,325.5,362.0,117831.0,0.287673,325.5,362.0,0.8992,large,2
train,2025_0604_133609_824_JPG,Noteridae,640,640,301.5,368.5,111102.75,0.271247,301.5,368.5,0.8182,large,2
train,2025_0604_133609_824_JPG,Noteridae,640,640,301.5,345.0,104017.5,0.253949,301.5,345.0,0.8739,large,2
train,2025_0604_133754_825_JPG,Noteridae,640,640,287.5,300.5,86393.75,0.210922,287.5,300.5,0.9567,large,2
train,2025_0604_133754_825_JPG,Noteridae,640,640,341.5,292.0,99718.0,0.243452,292.0,341.5,1.1695,large,2
train,2025_0604_133812_827_JPG,Noteridae,640,640,285.5,334.5,95499.75,0.233154,285.5,334.5,0.8535,large,2
train,2025_0604_133812_827_JPG,Noteridae,640,640,335.0,309.0,103515.0,0.252722,309.0,335.0,1.0841,large,2
train,2025_0604_133816_828_JPG,Noteridae,640,640,366.48,338.02,123878.88,0.302439,338.02,366.48,1.0842,large,2
train,2025_0604_133816_828_JPG,Noteridae,640,640,391.41,351.13,137436.19,0.335538,351.13,391.41,1.1147,large,2
train,2025_0604_135521_851_JPG,Noteridae,640,640,231.5,197.0,45605.5,0.111342,197.0,231.5,1.1751,large,4
train,2025_0604_135521_851_JPG,Noteridae,640,640,236.5,203.0,48009.5,0.117211,203.0,236.5,1.165,large,4
train,2025_0604_135521_851_JPG,Noteridae,640,640,266.5,235.0,62627.5,0.152899,235.0,266.5,1.134,large,4
train,2025_0604_135521_851_JPG,Noteridae,640,640,263.5,209.5,55203.25,0.134774,209.5,263.5,1.2578,large,4
train,2025_0604_135525_852_JPG,Noteridae,640,640,251.27,260.57,65473.58,0.159848,251.27,260.57,0.9643,large,4
train,2025_0604_135525_852_JPG,Noteridae,640,640,218.67,257.48,56302.62,0.137458,218.67,257.48,0.8493,large,4
train,2025_0604_135525_852_JPG,Noteridae,640,640,253.13,280.7,71055.46,0.173475,253.13,280.7,0.9018,large,4
train,2025_0604_135525_852_JPG,Noteridae,640,640,237.7,298.91,71050.29,0.173463,237.7,298.91,0.7952,large,4
train,2025_0604_135824_857_JPG,Noteridae,640,640,251.0,216.0,54216.0,0.132363,216.0,251.0,1.162,large,4
train,2025_0604_135824_857_JPG,Noteridae,640,640,257.0,224.5,57696.5,0.140861,224.5,257.0,1.1448,large,4
train,2025_0604_135824_857_JPG,Noteridae,640,640,246.0,228.5,56211.0,0.137234,228.5,246.0,1.0766,large,4
train,2025_0604_135824_857_JPG,Noteridae,640,640,216.0,211.5,45684.0,0.111533,211.5,216.0,1.0213,large,4
train,2025_0604_140213_874_JPG,Noteridae,640,640,257.0,233.0,59881.0,0.146194,233.0,257.0,1.103,large,4
train,2025_0604_140213_874_JPG,Noteridae,640,640,227.0,235.0,53345.0,0.130237,227.0,235.0,0.966,large,4
train,2025_0604_140213_874_JPG,Noteridae,640,640,241.5,190.5,46005.75,0.112319,190.5,241.5,1.2677,large,4
train,2025_0604_140213_874_JPG,Noteridae,640,640,254.0,300.5,76327.0,0.186345,254.0,300.5,0.8453,large,4
train,2025_0604_140218_875_JPG,Noteridae,640,640,281.0,245.5,68985.5,0.168422,245.5,281.0,1.1446,large,4
train,2025_0604_140218_875_JPG,Noteridae,640,640,252.5,226.5,57191.25,0.139627,226.5,252.5,1.1148,large,4
train,2025_0604_140218_875_JPG,Noteridae,640,640,249.0,192.5,47932.5,0.117023,192.5,249.0,1.2935,large,4
train,2025_0604_140218_875_JPG,Noteridae,640,640,263.5,296.5,78127.75,0.190742,263.5,296.5,0.8887,large,4
train,2025_0604_140327_884_JPG,Noteridae,640,640,251.0,254.0,63754.0,0.155649,251.0,254.0,0.9882,large,4
train,2025_0604_140327_884_JPG,Noteridae,640,640,239.5,262.5,62868.75,0.153488,239.5,262.5,0.9124,large,4
train,2025_0604_140327_884_JPG,Noteridae,640,640,266.5,224.5,59829.25,0.146068,224.5,266.5,1.1871,large,4
train,2025_0604_140327_884_JPG,Noteridae,640,640,258.5,300.5,77679.25,0.189647,258.5,300.5,0.8602,large,4
train,2025_0604_143428_912_JPG,Noteridae,640,640,254.0,267.41,67921.48,0.165824,254.0,267.41,0.9499,large,4
train,2025_0604_143428_912_JPG,Noteridae,640,640,296.0,296.15,87659.85,0.214013,296.0,296.15,0.9995,large,4
train,2025_0604_143428_912_JPG,Noteridae,640,640,225.0,271.33,61050.0,0.149048,225.0,271.33,0.8292,large,4
train,2025_0604_143428_912_JPG,Noteridae,640,640,278.0,333.3,92656.37,0.226212,278.0,333.3,0.8341,large,4
train,2025_0604_143656_920_JPG,Noteridae,640,640,193.5,362.0,70047.0,0.171013,193.5,362.0,0.5345,large,4
train,2025_0604_143656_920_JPG,Noteridae,640,640,203.0,360.0,73080.0,0.178418,203.0,360.0,0.5639,large,4
train,2025_0604_143656_920_JPG,Noteridae,640,640,254.0,235.0,59690.0,0.145728,235.0,254.0,1.0809,large,4
train,2025_0604_143656_920_JPG,Noteridae,640,640,298.5,226.5,67610.25,0.165064,226.5,298.5,1.3179,large,4
train,2025_0604_143705_922_JPG,Noteridae,640,640,212.5,347.0,73737.5,0.180023,212.5,347.0,0.6124,large,4
train,2025_0604_143705_922_JPG,Noteridae,640,640,192.0,364.0,69888.0,0.170625,192.0,364.0,0.5275,large,4
train,2025_0604_143705_922_JPG,Noteridae,640,640,235.0,228.5,53697.5,0.131097,228.5,235.0,1.0284,large,4
train,2025_0604_143705_922_JPG,Noteridae,640,640,276.0,230.0,63480.0,0.15498,230.0,276.0,1.2,large,4
train,2025_0605_104658_989_JPG,Hirudinidae,640,640,598.5,403.0,241195.5,0.588856,403.0,598.5,1.4851,large,1
train,2025_0605_105030_103_JPG,Hirudinidae,640,640,624.0,393.0,245232.0,0.598711,393.0,624.0,1.5878,large,1
train,2025_0605_105034_104_JPG,Hirudinidae,640,640,616.0,382.0,235312.0,0.574492,382.0,616.0,1.6126,large,1
train,2025_0605_105039_105_JPG,Hirudinidae,640,640,622.5,392.5,244331.25,0.596512,392.5,622.5,1.586,large,1
train,2025_0605_105044_106_JPG,Hirudinidae,640,640,615.5,375.0,230812.5,0.563507,375.0,615.5,1.6413,large,1
train,2025_0605_110009_161_JPG,Hirudinidae,640,640,622.5,348.0,216630.0,0.528882,348.0,622.5,1.7888,large,1
train,2025_0605_110338_167_JPG,Hirudinidae,640,640,636.0,192.5,122430.0,0.298901,192.5,636.0,3.3039,large,2
train,2025_0605_110338_167_JPG,Hirudinidae,640,640,502.0,200.0,100400.0,0.245117,200.0,502.0,2.51,large,2
train,2025_0605_110410_169_JPG,Hirudinidae,640,640,635.99,278.39,177055.63,0.432265,278.39,635.99,2.2845,large,2
train,2025_0605_110410_169_JPG,Hirudinidae,640,640,564.9,264.34,149325.11,0.364563,264.34,564.9,2.137,large,2
train,2025_0605_110433_173_JPG,Hirudinidae,640,640,626.13,372.87,233464.25,0.569981,372.87,626.13,1.6792,large,2
train,2025_0605_110433_173_JPG,Hirudinidae,640,640,541.89,325.27,176258.39,0.430318,325.27,541.89,1.666,large,2
train,2025_0605_110455_176_JPG,Hirudinidae,640,640,614.5,252.5,155161.25,0.378812,252.5,614.5,2.4337,large,2
train,2025_0605_110455_176_JPG,Hirudinidae,640,640,481.5,219.5,105689.25,0.25803,219.5,481.5,2.1936,large,2
train,2025_0605_110816_185_JPG,Hirudinidae,640,640,631.5,195.5,123458.25,0.301412,195.5,631.5,3.2302,large,2
train,2025_0605_110816_185_JPG,Hirudinidae,640,640,492.0,167.0,82164.0,0.200596,167.0,492.0,2.9461,large,2
train,2025_0605_110821_186_JPG,Hirudinidae,640,640,637.5,210.5,134193.75,0.327621,210.5,637.5,3.0285,large,2
train,2025_0605_110821_186_JPG,Hirudinidae,640,640,506.0,201.0,101706.0,0.248306,201.0,506.0,2.5174,large,2
train,2025_0605_110830_188_JPG,Hirudinidae,640,640,629.5,195.0,122752.5,0.299689,195.0,629.5,3.2282,large,2
train,2025_0605_110830_188_JPG,Hirudinidae,640,640,491.5,182.0,89453.0,0.218391,182.0,491.5,2.7005,large,2
train,2025_0605_110834_189_JPG,Hirudinidae,640,640,631.5,200.5,126615.75,0.30912,200.5,631.5,3.1496,large,2
train,2025_0605_110834_189_JPG,Hirudinidae,640,640,497.0,175.0,86975.0,0.212341,175.0,497.0,2.84,large,2
train,2025_0605_110839_190_JPG,Hirudinidae,640,640,631.5,208.0,131352.0,0.320684,208.0,631.5,3.0361,large,2
train,2025_0605_110839_190_JPG,Hirudinidae,640,640,495.0,170.5,84397.5,0.206049,170.5,495.0,2.9032,large,2
train,2025_0605_110848_192_JPG,Hirudinidae,640,640,337.4,635.47,214408.95,0.523459,337.4,635.47,0.5309,large,2
train,2025_0605_110848_192_JPG,Hirudinidae,640,640,255.64,585.38,149648.58,0.365353,255.64,585.38,0.4367,large,2
train,2025_0605_110853_193_JPG,Hirudinidae,640,640,635.0,194.0,123190.0,0.300757,194.0,635.0,3.2732,large,2
train,2025_0605_110853_193_JPG,Hirudinidae,640,640,495.0,178.0,88110.0,0.215112,178.0,495.0,2.7809,large,2
train,2025_0605_110906_195_JPG,Hirudinidae,640,640,628.0,196.5,123402.0,0.301274,196.5,628.0,3.1959,large,2
train,2025_0605_110906_195_JPG,Hirudinidae,640,640,500.5,168.0,84084.0,0.205283,168.0,500.5,2.9792,large,2
train,2025_0605_110920_196_JPG,Hirudinidae,640,640,601.0,325.0,195325.0,0.476868,325.0,601.0,1.8492,large,2
train,2025_0605_110920_196_JPG,Hirudinidae,640,640,461.0,306.0,141066.0,0.344399,306.0,461.0,1.5065,large,2
train,2025_0605_110929_198_JPG,Hirudinidae,640,640,618.0,326.5,201777.0,0.49262,326.5,618.0,1.8928,large,2
train,2025_0605_110929_198_JPG,Hirudinidae,640,640,471.0,289.5,136354.5,0.332897,289.5,471.0,1.6269,large,2
train,2025_0605_110938_200_JPG,Hirudinidae,640,640,611.0,316.5,193381.5,0.472123,316.5,611.0,1.9305,large,2
train,2025_0605_110938_200_JPG,Hirudinidae,640,640,468.5,288.0,134928.0,0.329414,288.0,468.5,1.6267,large,2
train,2025_0605_111133_203_JPG,Hirudinidae,640,640,625.24,212.2,132676.87,0.323918,212.2,625.24,2.9465,large,2
train,2025_0605_111133_203_JPG,Hirudinidae,640,640,522.96,190.44,99593.98,0.243149,190.44,522.96,2.746,large,2
train,2025_0605_111221_210_JPG,Hirudinidae,640,640,626.0,229.5,143667.0,0.35075,229.5,626.0,2.7277,large,2
train,2025_0605_111221_210_JPG,Hirudinidae,640,640,479.0,217.0,103943.0,0.253767,217.0,479.0,2.2074,large,2
train,2025_0605_111344_213_JPG,Hirudinidae,640,640,210.0,631.89,132695.89,0.323965,210.0,631.89,0.3323,large,2
train,2025_0605_111344_213_JPG,Hirudinidae,640,640,188.0,539.0,101332.7,0.247394,188.0,539.0,0.3488,large,2
train,2025_0605_111403_216_JPG,Hirudinidae,640,640,637.5,187.5,119531.25,0.291824,187.5,637.5,3.4,large,2
train,2025_0605_111403_216_JPG,Hirudinidae,640,640,500.5,172.5,86336.25,0.210782,172.5,500.5,2.9014,large,2
